公司招聘货车司机和商务车司机可自带车,货运司机,4人,上海松江九亭奉贤南桥工业园区环城东路900,上海光明乳业食品有限公司,贸易/交通/运输/物流,合资,500-999人,诚信等级：,,工作时间8小时双休，公司免费提供吃住，交五险一金。自带车，公司报销油费和话费。全上海就近分配,上海光明乳业股份有限公司(SH:600597)是由国资、外资、民营资本组成的产权多元化的股份制上市公司，主要从事乳和乳制品的开发、生产和销售，奶牛和公牛的
前四后八工程自卸土方车,货运司机,1人,上海金山上海市郊区自卸车,上海秉一,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,任职资格：1、年龄25-45岁，B2本，3年以上实际驾驶经验，有货运资格证，2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、有开过土方自卸8车经验者优先,诚信服务，合作共赢，建设未来
搅拌车驾驶员,货运司机,6人,上海金山漕泾曹廊公路1408号,个体,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,能吃苦耐劳，有团队精神，服从调配，具体工资可以面谈,这家公司还没来得及写简介~
诚聘B2司机,货运司机,3人,上海上海嘉定[不限],海周物业有限公司,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,每天一车货，第一车200元，第二车算加班，第二车150，做六休一，每天上班有点，下班没点，早上3.5.7排班，专门送矿泉水，综合工资6000-8000，送货的每天一车货，第一车150，第二车100上班时间跟司机一样的，综合工资4000-6000,经营范围： 国内货运代理；国际货运代理；从事装卸、搬运业务；物流配送信息系统、计算机及网络系统技术开发；经营进出口业务；供应链管理及相关配套服务；物流方案设计；物流信息咨询；（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。^港口服务，包括：港口船舶引航服务；港口拖船服务；集装箱装拆服务；货运船舶停靠和物资供应服务;国际船舶运输、代理、管理业务、无船承运。；
开搅拌车,货运司机,2人,上海龙吴路长桥搅拌站,长桥搅拌站,生产/制造,民营,20-99人,诚信等级：,,开混泥土搅拌车驾驶员两名,公司主要生产商品混泥土，销售
跨跃速运 直招驾驶员,货运司机,2人,上海长宁周家桥遵义路795号,上海跨跃物流有限公司,贸易/交通/运输/物流,民营,10000人以上,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄28-35岁，B2本，5年以上实际驾驶经验，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,跨越速运，是一家成立近十年的大型物流集团企业，我们本着用心做人，用心做事，时效第一，服务至上的理念，深得客户的一致好评，是物流快递行业的后起之秀
公司直招B2驾驶员,货运司机,2人,上海上海嘉定解放岛路988号13号库,星灵建材,建筑/装修,其他,20人以下,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄28-50岁，B2本，5年以上实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识。3，要求能住厂。,本公司经营，内外墙腻子粉，粉刷石膏，马赛克表面处理剂，陶瓷砖粘合剂，混泥土界面处理剂，石材粘合剂等，面向全上海销售，送货上门
跨越速运直招,货运司机,3人,上海奉贤奉城奉柘公路999号,跨越速运,贸易/交通/运输/物流,股份制企业,10000人以上,诚信等级：,,持有b2驾驶证，有货运资格证，驾龄满两年。负责奉城附近货物取派，吃苦耐劳，服从安排。嗯负责车辆维修保养。,跨越自成立以来，不断加强自身基础建设，建立强大的信息系统，历经多年潜心磨励躬身敬业，如今已拥有8架夜航全货机，员工4万余人，运输车辆达1.2万多台。强大的运输网络为货物的中转、递送服务提供强有力的支持。在北京、上海、天津、浙江、江苏等二十几个省市设立分公司，网络遍布全国32个省500多个城市，营业网点达2000多家。公司业务量每年大幅度递增，准时送达率始终保持全国领先地位，为了更好的缩短客户贸易周期、降低
B2驾驶员,货运司机,1人,上海青浦白鹤上海市青浦区白鹤镇,上海千恩物流有限公司,贸易/交通/运输/物流,民营,20人以下,诚信等级：,,"岗位职责:4.2米低栏板货车，送江浙沪地区。任职资格:诚实守信,月薪4000，工作餐。非诚勿扰。工作时间:周一到周六8小时左右(没货送可以在家待命），周日休息。",本公司主要从事整车，零担货物，物流配送。欢迎有意从事物流送货的同事参与。
司机带车送水,货运司机,3人,上海上海浦东保税区五号门奥尼路,上海欣妮清洁服务有限公司,中介服务,民营,20-99人,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；任职资格：1、有实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；　4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。工作时间：,上海欣妮清洁服务有限公司 集保洁托管、工程拓荒、高空作业、石材翻新、绿化养护、清洁用品销售、房屋修缮等多项服务为一体的多元化经营企业。公司管理机制完善，清洁作业经验丰富，拥有雄厚的技术力量，严格实行岗前培训—岗中督查—上岗再培训的员工管理措施，凭着优良的清洁质量和严格的督察管理，为众多企事业单位、医院、酒店、厂房商场、物业、道路、学校等提供优质的后勤清洁服务。在业内拥有良好的客户口碑。专业化的工作人员，工作效率高，服务态度优，竭力为客户提供更优质的保洁服务。公司自成立以来，秉承“依法管理、服务业主”的管理理念，恪守“人本、诚信、创新”的经营理念，以取得保洁管理行业领先水平为目标，坚持规范化管理，倡导人性化服务。公司共设有综合管理部、 安全管理部、清洁绿化部、 市场拓展部、工程部、财务部等部门。公司拥有一批业内精英和专业人才，正以高效的管理和服务，独辟保洁管理蹊径，誓以创造“联勤保洁”在上海市保洁管理行业内一流的口碑和形象为目标而努力。
跨越速运有限公司,货运司机,10人,上海黄浦沪太路157号,跨越速运集团有限公司,物业管理/商业中心,民营,1000-9999人,诚信等级：,,岗位职责:负责点部日常取派货物任职资格:C1以上驾证，货运资格证满一年工作时间:有快递工作优先,"跨越速运集团有限公司，是一家全网直营的大型现代化综合速运企业，专业从事门到门的快递服务已有多年经验，结合公司在国内各机场的网络，并全面在国内二级和三级城市铺设网点。 自成立以来，公司根据自身在各机场设有专门的调度中心，加之拥有自己的包机和无与伦比的航线自主权，采用全网络统一管理的优势， 在行业中首度对客户推出“限时未达,全额退款”承诺。跨越速运自成立以来，不断加强自身基础建设，建立强大的信息系统，历经多年潜心磨励躬身敬业，如今已拥有10架夜航全货机，员工4万余人，运输车辆达1.5万多台。强大的运输网络为货物的中转、递送服务提供强有力的支持。在北京、上海、天津、浙江、江苏等二十几个省市设立分公司，网络遍布全国32个省500多个城市，营业网点达3000多家。"
物流公司招聘司机,货运司机,2人,上海松江新桥松江区新桥镇工业区,电镀公司,其它行业,民营,20人以下,诚信等级：,,岗位职责:负责公司接送货物，任职资格:有物流经验者有限工作时间:不定,个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，
招物流司机,货运司机,1人,上海松江松江小昆山光华路运盛服务外包中心,上海磊硕货运代理有限公司,贸易/交通/运输/物流,民营,20人以下,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄28-35岁，B2本，5年以上实际驾驶经验，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,要求从事过物流或快递行业，手上有一定的客户资源，或者有一定的人脉关系（不懂也没关系，本人前期会协助你）。本公司提供发货平台，资金及车辆，你只要维护好客户，如期把账款收回就ok了。无底薪，拿销售额的固定分红。人脉就是钱脉！
